ip1_int,ip2_int,src_port,dst_port,protocol,forward_packets,forward_bytes,total_packets,total_bytes,backward_packets,backward_bytes,forward_packets_per_sec,backward_packets_per_sec,forward_bytes_per_sec,backward_bytes_per_sec,forward_avg_packet_length_per_flow,back_avg_packet_length_per_flow,label
2211115158,2918999067,56404,443,6,81,63438,224.0,39597.0,62,39473,162.0,124.0,126876.0,78946.0,783.185,636.661,2
2918999067,2211115158,443,56404,6,83,64857,234.0,40232.0,68,40096,166.0,136.0,129714.0,80192.0,781.41,589.647,2
2211115158,2918999067,56404,443,6,83,64857,233.0,40164.0,67,40030,166.0,134.0,129714.0,80060.0,781.41,597.463,2
2211115158,2918999067,56404,443,6,82,62115,231.0,40164.0,67,40030,164.0,134.0,124230.0,80060.0,757.5,597.463,2
2211115158,2918999067,56404,443,6,81,59373,229.0,40164.0,67,40030,162.0,134.0,118746.0,80060.0,733.0,597.463,2
2211115158,2918999067,56404,443,6,80,56631,227.0,40164.0,67,40030,160.0,134.0,113262.0,80060.0,707.888,597.463,2
2918999067,2211115158,443,56404,6,79,53889,225.0,40164.0,67,40030,158.0,134.0,107778.0,80060.0,682.139,597.463,2
2211115158,2918999067,56404,443,6,79,53889,224.0,40051.0,66,39919,158.0,132.0,107778.0,79838.0,682.139,604.833,2
2918999067,2211115158,443,56404,6,78,53823,223.0,40907.0,67,40773,156.0,134.0,107646.0,81546.0,690.038,608.552,2
2211115158,2918999067,56404,443,6,78,53823,222.0,40839.0,66,40707,156.0,132.0,107646.0,81414.0,690.038,616.773,2
2211115158,2918999067,56404,443,6,77,52419,220.0,40839.0,66,40707,154.0,132.0,104838.0,81414.0,680.766,616.773,2
2918999067,2211115158,443,56404,6,76,51288,218.0,40839.0,66,40707,152.0,132.0,102576.0,81414.0,674.842,616.773,2
2918999067,2211115158,443,56404,6,76,51288,217.0,40726.0,65,40596,152.0,130.0,102576.0,81192.0,674.842,624.554,2
2918999067,2211115158,443,56404,6,76,51288,216.0,40658.0,64,40530,152.0,128.0,102576.0,81060.0,674.842,633.281,2
2211115158,2918999067,56404,443,6,76,51288,215.0,40545.0,63,40419,152.0,126.0,102576.0,80838.0,674.842,641.571,2
2918999067,2211115158,443,56404,6,78,52680,223.0,42616.0,67,42482,156.0,134.0,105360.0,84964.0,675.385,634.06,2
2918999067,2211115158,443,56404,6,78,52680,222.0,42548.0,66,42416,156.0,132.0,105360.0,84832.0,675.385,642.667,2
2211115158,2918999067,56404,443,6,80,52824,227.0,44015.0,67,43881,160.0,134.0,105648.0,87762.0,660.3,654.94,2
2211115158,2918999067,56404,443,6,79,51420,225.0,44015.0,67,43881,158.0,134.0,102840.0,87762.0,650.886,654.94,2
2211115158,2918999067,56404,443,6,78,51138,223.0,44015.0,67,43881,156.0,134.0,102276.0,87762.0,655.615,654.94,2
2211115158,2918999067,56404,443,6,83,51278,240.0,50515.0,74,50367,166.0,148.0,102556.0,100734.0,617.807,680.635,2
2211115158,2918999067,56404,443,6,82,49874,238.0,50515.0,74,50367,164.0,148.0,99748.0,100734.0,608.22,680.635,2
2211115158,2918999067,56404,443,6,81,49594,236.0,50515.0,74,50367,162.0,148.0,99188.0,100734.0,612.272,680.635,2
2211115158,2918999067,56404,443,6,83,49536,243.0,52210.0,77,52056,166.0,154.0,99072.0,104112.0,596.819,676.052,2
2918999067,2211115158,443,56404,6,95,49014,281.0,65116.0,91,64934,190.0,182.0,98028.0,129868.0,515.937,713.56,2
2918999067,2211115158,443,56404,6,95,49014,280.0,63410.0,90,63230,190.0,180.0,98028.0,126460.0,515.937,702.556,2
2918999067,2211115158,443,56404,6,95,49014,279.0,63257.0,89,63079,190.0,178.0,98028.0,126158.0,515.937,708.753,2
2211115158,2918999067,56404,443,6,95,49014,278.0,63142.0,88,62966,190.0,176.0,98028.0,125932.0,515.937,715.523,2
2918999067,2211115158,443,56404,6,94,48948,276.0,63142.0,88,62966,188.0,176.0,97896.0,125932.0,520.723,715.523,2
2211115158,2918999067,56404,443,6,94,48948,275.0,61436.0,87,61262,188.0,174.0,97896.0,122524.0,520.723,704.161,2
2918999067,2211115158,443,56404,6,93,48882,273.0,61436.0,87,61262,186.0,174.0,97764.0,122524.0,525.613,704.161,2
2918999067,2211115158,443,56404,6,93,48882,272.0,61283.0,86,61111,186.0,172.0,97764.0,122222.0,525.613,710.593,2
2211115158,2918999067,56404,443,6,93,48882,271.0,61168.0,85,60998,186.0,170.0,97764.0,121996.0,525.613,717.624,2
2918999067,2211115158,443,56404,6,92,48816,269.0,61168.0,85,60998,184.0,170.0,97632.0,121996.0,530.609,717.624,2
2211115158,2918999067,56404,443,6,92,48816,268.0,61100.0,84,60932,184.0,168.0,97632.0,121864.0,530.609,725.381,2
2211115158,2918999067,56404,443,6,91,46074,266.0,61100.0,84,60932,182.0,168.0,92148.0,121864.0,506.308,725.381,2
2918999067,2211115158,443,56404,6,90,43332,264.0,61100.0,84,60932,180.0,168.0,86664.0,121864.0,481.467,725.381,2
2211115158,2918999067,56404,443,6,90,43332,263.0,58356.0,83,58190,180.0,166.0,86664.0,116380.0,481.467,701.084,2
2211115158,2918999067,56404,443,6,89,40590,261.0,58356.0,83,58190,178.0,166.0,81180.0,116380.0,456.067,701.084,2
2918999067,2211115158,443,56404,6,88,37848,259.0,58356.0,83,58190,176.0,166.0,75696.0,116380.0,430.091,701.084,2
2211115158,2918999067,56404,443,6,88,37848,258.0,58288.0,82,58124,176.0,164.0,75696.0,116248.0,430.091,708.829,2
2918999067,2211115158,443,56404,6,87,37537,256.0,58288.0,82,58124,174.0,164.0,75074.0,116248.0,431.46,708.829,2
2918999067,2211115158,443,56404,6,87,37537,255.0,57086.0,81,56924,174.0,162.0,75074.0,113848.0,431.46,702.765,2
2211115158,2918999067,56404,443,6,87,37537,254.0,56973.0,80,56813,174.0,160.0,75074.0,113626.0,431.46,710.163,2
2918999067,2211115158,443,56404,6,86,37471,252.0,56973.0,80,56813,172.0,160.0,74942.0,113626.0,435.709,710.163,2
2211115158,2918999067,56404,443,6,86,37471,251.0,56860.0,79,56702,172.0,158.0,74942.0,113404.0,435.709,717.747,2
2211115158,2918999067,56404,443,6,85,36067,249.0,56860.0,79,56702,170.0,158.0,72134.0,113404.0,424.318,717.747,2
2211115158,2918999067,56404,443,6,84,35796,247.0,56860.0,79,56702,168.0,158.0,71592.0,113404.0,426.143,717.747,2
2918999067,2211115158,443,56404,6,90,36014,266.0,61854.0,86,61682,180.0,172.0,72028.0,123364.0,400.156,717.233,2
2918999067,2211115158,443,56404,6,90,36014,265.0,61786.0,85,61616,180.0,170.0,72028.0,123232.0,400.156,724.894,2
2211115158,2918999067,56404,443,6,90,36014,264.0,61673.0,84,61505,180.0,168.0,72028.0,123010.0,400.156,732.202,2
2211115158,2918999067,56404,443,6,89,34610,262.0,61673.0,84,61505,178.0,168.0,69220.0,123010.0,388.876,732.202,2
2211115158,2918999067,56404,443,6,88,34339,260.0,61673.0,84,61505,176.0,168.0,68678.0,123010.0,390.216,732.202,2
2918999067,2211115158,443,56404,6,87,34071,258.0,61673.0,84,61505,174.0,168.0,68142.0,123010.0,391.621,732.202,2
2918999067,2211115158,443,56404,6,87,34071,257.0,61605.0,83,61439,174.0,166.0,68142.0,122878.0,391.621,740.229,2
2211115158,2918999067,56404,443,6,87,34071,256.0,61492.0,82,61328,174.0,164.0,68142.0,122656.0,391.621,747.902,2
2211115158,2918999067,56404,443,6,86,32667,254.0,61492.0,82,61328,172.0,164.0,65334.0,122656.0,379.849,747.902,2
2211115158,2918999067,56404,443,6,85,32396,252.0,61492.0,82,61328,170.0,164.0,64792.0,122656.0,381.129,747.902,2
2211115158,2918999067,56404,443,6,84,32128,250.0,61492.0,82,61328,168.0,164.0,64256.0,122656.0,382.476,747.902,2
2211115158,2918999067,56404,443,6,83,30724,248.0,61492.0,82,61328,166.0,164.0,61448.0,122656.0,370.169,747.902,2
2918999067,2211115158,443,56404,6,82,30449,246.0,61492.0,82,61328,164.0,164.0,60898.0,122656.0,371.329,747.902,2
2211115158,2918999067,56404,443,6,82,30449,245.0,61424.0,81,61262,164.0,162.0,60898.0,122524.0,371.329,756.321,2
2211115158,2918999067,56404,443,6,81,29045,243.0,61424.0,81,61262,162.0,162.0,58090.0,122524.0,358.58,756.321,2
2918999067,2211115158,443,56404,6,80,28372,241.0,61424.0,81,61262,160.0,162.0,56744.0,122524.0,354.65,756.321,2
2211115158,2918999067,56404,443,6,80,28372,240.0,57342.0,80,57182,160.0,160.0,56744.0,114364.0,354.65,714.775,2
2918999067,2211115158,443,56404,6,79,28306,238.0,57342.0,80,57182,158.0,160.0,56612.0,114364.0,358.304,714.775,2
2211115158,2918999067,56404,443,6,79,28306,237.0,54598.0,79,54440,158.0,158.0,56612.0,108880.0,358.304,689.114,2
2918999067,2211115158,443,56404,6,78,28240,235.0,54598.0,79,54440,156.0,158.0,56480.0,108880.0,362.051,689.114,2
2211115158,2918999067,56404,443,6,78,28240,234.0,52370.0,78,52214,156.0,156.0,56480.0,104428.0,362.051,669.41,2
2918999067,2211115158,443,56404,6,77,28174,232.0,52370.0,78,52214,154.0,156.0,56348.0,104428.0,365.896,669.41,2
2211115158,2918999067,56404,443,6,77,28174,231.0,52302.0,77,52148,154.0,154.0,56348.0,104296.0,365.896,677.247,2
2211115158,2918999067,56404,443,6,76,25432,229.0,52302.0,77,52148,152.0,154.0,50864.0,104296.0,334.632,677.247,2
2918999067,2211115158,443,56404,6,75,22690,227.0,52302.0,77,52148,150.0,154.0,45380.0,104296.0,302.533,677.247,2
2918999067,2211115158,443,56404,6,75,22690,226.0,52189.0,76,52037,150.0,152.0,45380.0,104074.0,302.533,684.697,2
2211115158,2918999067,56404,443,6,75,22690,225.0,52076.0,75,51926,150.0,150.0,45380.0,103852.0,302.533,692.347,2
2918999067,2211115158,443,56404,6,74,21504,223.0,52076.0,75,51926,148.0,150.0,43008.0,103852.0,290.595,692.347,2
2918999067,2211115158,443,56404,6,74,21504,222.0,51963.0,74,51815,148.0,148.0,43008.0,103630.0,290.595,700.203,2
2211115158,2918999067,56404,443,6,74,21504,221.0,51850.0,73,51704,148.0,146.0,43008.0,103408.0,290.595,708.274,2
2918999067,2211115158,443,56404,6,73,21438,219.0,51850.0,73,51704,146.0,146.0,42876.0,103408.0,293.671,708.274,2
2918999067,2211115158,443,56404,6,73,21438,218.0,51737.0,72,51593,146.0,144.0,42876.0,103186.0,293.671,716.569,2
2211115158,2918999067,56404,443,6,73,21438,217.0,51624.0,71,51482,146.0,142.0,42876.0,102964.0,293.671,725.099,2
2918999067,2211115158,443,56404,6,72,21372,215.0,51624.0,71,51482,144.0,142.0,42744.0,102964.0,296.833,725.099,2
2918999067,2211115158,443,56404,6,72,21372,214.0,51511.0,70,51371,144.0,140.0,42744.0,102742.0,296.833,733.871,2
2918999067,2211115158,443,56404,6,72,21372,213.0,51443.0,69,51305,144.0,138.0,42744.0,102610.0,296.833,743.551,2
2211115158,2918999067,56404,443,6,72,21372,212.0,51330.0,68,51194,144.0,136.0,42744.0,102388.0,296.833,752.853,2
2211115158,2918999067,56404,443,6,71,21306,210.0,51330.0,68,51194,142.0,136.0,42612.0,102388.0,300.085,752.853,2
2211115158,2918999067,56404,443,6,70,19902,208.0,51330.0,68,51194,140.0,136.0,39804.0,102388.0,284.314,752.853,2
2211115158,2918999067,56404,443,6,69,19631,206.0,51330.0,68,51194,138.0,136.0,39262.0,102388.0,284.507,752.853,2
2918999067,2211115158,443,56404,6,68,19363,204.0,51330.0,68,51194,136.0,136.0,38726.0,102388.0,284.75,752.853,2
2918999067,2211115158,443,56404,6,68,19363,203.0,51262.0,67,51128,136.0,134.0,38726.0,102256.0,284.75,763.104,2
2211115158,2918999067,56404,443,6,68,19363,202.0,51149.0,66,51017,136.0,132.0,38726.0,102034.0,284.75,772.985,2
2211115158,2918999067,56404,443,6,67,17959,200.0,51149.0,66,51017,134.0,132.0,35918.0,102034.0,268.045,772.985,2
2211115158,2918999067,56404,443,6,66,17690,198.0,51149.0,66,51017,132.0,132.0,35380.0,102034.0,268.03,772.985,2
2918999067,2211115158,443,56404,6,65,17422,196.0,51149.0,66,51017,130.0,132.0,34844.0,102034.0,268.031,772.985,2
2918999067,2211115158,443,56404,6,65,17422,195.0,51081.0,65,50951,130.0,130.0,34844.0,101902.0,268.031,783.862,2
2211115158,2918999067,56404,443,6,65,17422,194.0,50968.0,64,50840,130.0,128.0,34844.0,101680.0,268.031,794.375,2
2211115158,2918999067,56404,443,6,64,16018,192.0,50968.0,64,50840,128.0,128.0,32036.0,101680.0,250.281,794.375,2
2211115158,2918999067,56404,443,6,63,15743,190.0,50968.0,64,50840,126.0,128.0,31486.0,101680.0,249.889,794.375,2
2211115158,2918999067,56404,443,6,62,15475,188.0,50968.0,64,50840,124.0,128.0,30950.0,101680.0,249.597,794.375,2
2211115158,2918999067,56404,443,6,61,14071,186.0,50968.0,64,50840,122.0,128.0,28142.0,101680.0,230.672,794.375,2
2211115158,2918999067,56404,443,6,60,13800,184.0,50968.0,64,50840,120.0,128.0,27600.0,101680.0,230.0,794.375,2
2211115158,2918999067,56404,443,6,59,13531,182.0,50968.0,64,50840,118.0,128.0,27062.0,101680.0,229.339,794.375,2
2211115158,2918999067,56404,443,6,58,12127,180.0,50968.0,64,50840,116.0,128.0,24254.0,101680.0,209.086,794.375,2
2211115158,2918999067,56404,443,6,57,11857,178.0,50968.0,64,50840,114.0,128.0,23714.0,101680.0,208.018,794.375,2
2918999067,2211115158,443,56404,6,56,11588,176.0,50968.0,64,50840,112.0,128.0,23176.0,101680.0,206.929,794.375,2
2918999067,2211115158,443,56404,6,56,11588,175.0,50900.0,63,50774,112.0,126.0,23176.0,101548.0,206.929,805.937,2
2918999067,2211115158,443,56404,6,56,11588,174.0,50787.0,62,50663,112.0,124.0,23176.0,101326.0,206.929,817.145,2
2918999067,2211115158,443,56404,6,56,11588,173.0,50719.0,61,50597,112.0,122.0,23176.0,101194.0,206.929,829.459,2
2211115158,2918999067,56404,443,6,56,11588,172.0,50606.0,60,50486,112.0,120.0,23176.0,100972.0,206.929,841.433,2
2211115158,2918999067,56404,443,6,55,11522,170.0,50606.0,60,50486,110.0,120.0,23044.0,100972.0,209.491,841.433,2
2211115158,2918999067,56404,443,6,54,10118,168.0,50606.0,60,50486,108.0,120.0,20236.0,100972.0,187.37,841.433,2
2211115158,2918999067,56404,443,6,53,9848,166.0,50606.0,60,50486,106.0,120.0,19696.0,100972.0,185.811,841.433,2
2918999067,2211115158,443,56404,6,52,9579,164.0,50606.0,60,50486,104.0,120.0,19158.0,100972.0,184.212,841.433,2
2211115158,2918999067,56404,443,6,52,9579,163.0,48916.0,59,48798,104.0,118.0,19158.0,97596.0,184.212,827.085,2
2918999067,2211115158,443,56404,6,51,9513,161.0,48916.0,59,48798,102.0,118.0,19026.0,97596.0,186.529,827.085,2
2918999067,2211115158,443,56404,6,51,9513,160.0,43496.0,58,43380,102.0,116.0,19026.0,86760.0,186.529,747.931,2
2211115158,2918999067,56404,443,6,51,9513,159.0,39814.0,57,39700,102.0,114.0,19026.0,79400.0,186.529,696.491,2
2211115158,2918999067,56404,443,6,50,9447,157.0,39814.0,57,39700,100.0,114.0,18894.0,79400.0,188.94,696.491,2
2211115158,2918999067,56404,443,6,49,8043,155.0,39814.0,57,39700,98.0,114.0,16086.0,79400.0,164.143,696.491,2
2211115158,2918999067,56404,443,6,48,7772,153.0,39814.0,57,39700,96.0,114.0,15544.0,79400.0,161.917,696.491,2
2918999067,2211115158,443,56404,6,47,7503,151.0,39814.0,57,39700,94.0,114.0,15006.0,79400.0,159.638,696.491,2
2918999067,2211115158,443,56404,6,47,7503,150.0,38108.0,56,37996,94.0,112.0,15006.0,75992.0,159.638,678.5,2
2211115158,2918999067,56404,443,6,47,7503,149.0,37955.0,55,37845,94.0,110.0,15006.0,75690.0,159.638,688.091,2
2918999067,2211115158,443,56404,6,46,7437,147.0,37955.0,55,37845,92.0,110.0,14874.0,75690.0,161.674,688.091,2
2211115158,2918999067,56404,443,6,46,7437,146.0,37887.0,54,37779,92.0,108.0,14874.0,75558.0,161.674,699.611,2
2211115158,2918999067,56404,443,6,45,6033,144.0,37887.0,54,37779,90.0,108.0,12066.0,75558.0,134.067,699.611,2
2918999067,2211115158,443,56404,6,44,5559,142.0,37887.0,54,37779,88.0,108.0,11118.0,75558.0,126.341,699.611,2
2918999067,2211115158,443,56404,6,44,5559,141.0,35928.0,53,35822,88.0,106.0,11118.0,71644.0,126.341,675.887,2
2211115158,2918999067,56404,443,6,44,5559,140.0,35815.0,52,35711,88.0,104.0,11118.0,71422.0,126.341,686.75,2
2918999067,2211115158,443,56404,6,43,5493,138.0,35815.0,52,35711,86.0,104.0,10986.0,71422.0,127.744,686.75,2
2918999067,2211115158,443,56404,6,43,5493,137.0,35702.0,51,35600,86.0,102.0,10986.0,71200.0,127.744,698.039,2
2211115158,2918999067,56404,443,6,43,5493,136.0,35549.0,50,35449,86.0,100.0,10986.0,70898.0,127.744,708.98,2
2918999067,2211115158,443,56404,6,42,5415,134.0,35549.0,50,35449,84.0,100.0,10830.0,70898.0,128.929,708.98,2
